,delay[s]
2140,0.371
2141,0.192
2142,0.115
2143,0.148
2144,0.129
2145,0.176
2146,0.17
2147,0.067
2148,0.088
2149,0.123
2150,0.289
2151,0.078
2152,0.256
2153,0.109
2154,0.085
2155,0.078
2156,0.167
2157,0.226
2158,0.082
2159,0.164
2160,0.09
2161,0.269
2162,0.06
2163,0.309
2164,0.061
2165,0.069
2166,0.155
2167,0.07
2168,0.29
2169,0.332
2170,0.077
2171,0.257
2172,0.215
2173,0.112
2174,0.059
2175,0.533
2176,0.178
2177,0.081
2178,0.021
2179,0.173
2180,0.428
2181,0.092
2182,0.213
2183,0.263
2184,0.067
2185,0.101
2186,0.23
2187,0.238
2188,0.155
2189,0.154
2190,0.041
2191,0.608
2192,0.134
2193,0.072
2194,0.126
2195,0.028
2196,0.07
2197,0.219
2198,0.12
2199,0.075
2200,0.038
2201,0.044
2202,0.124
2203,0.464
2204,0.138
2205,0.806
2206,0.163
2207,0.129
2208,0.085
2209,0.21
2210,0.076
2211,0.188
2212,0.1
2213,0.097
2214,0.16
2215,0.143
2216,0.111
2217,0.543
2218,0.136
2219,0.124
2220,0.176
2221,0.252
2222,0.136
2223,0.286
2224,0.076
2225,0.019
2226,0.129
2227,0.021
2228,0.144
2229,0.523
2230,0.173
2231,0.083
2232,0.099
2233,0.106
2234,0.236
2235,0.15
2236,0.088
2237,0.149
2238,0.179
2239,0.197
2240,0.286
2241,0.098
2242,0.148
2243,0.343
2244,0.136
2245,0.089
2246,0.024
2247,0.247
2248,0.095
2249,0.052
2250,0.04
2251,0.493
2252,0.127
2253,0.141
2254,0.436
2255,0.173
2256,0.129
2257,0.147
2258,0.125
2259,0.108
2260,0.094
2261,0.116
2262,0.313
2263,0.154
2264,0.165
2265,0.046
2266,0.098
2267,0.168
2268,0.246
2269,0.172
2270,0.144
2271,0.129
2272,0.178
2273,0.066
2274,0.085
2275,0.265
2276,0.071
2277,0.132
2278,0.226
2279,0.039
2280,0.066
2281,0.224
2282,0.049
2283,0.081
2284,0.186
2285,0.242
2286,0.122
2287,0.211
2288,0.083
2289,0.094
2290,0.127
2291,0.541
2292,0.104
2293,0.475
2294,0.399
2295,0.335
2296,0.273
2297,0.179
2298,0.074
2299,0.287
2300,0.121
2301,0.021
2302,0.096
2303,0.181
2304,0.216
2305,0.283
2306,0.118
2307,0.286
2308,0.174
2309,0.252
2310,0.32
2311,0.246
2312,0.133
2313,0.218
2314,0.112
2315,0.146
2316,0.03
2317,0.017
2318,0.128
2319,0.175
2320,0.15
2321,0.158
2322,0.044
2323,0.077
2324,0.062
2325,0.069
2326,0.147
2327,0.16
2328,0.42
2329,0.114
2330,0.085
2331,0.124
2332,0.348
2333,0.093
2334,0.355
2335,0.179
2336,0.42
2337,0.146
2338,0.206
2339,0.2
2340,0.033
2341,0.172
2342,0.268
2343,0.026
2344,0.08
2345,0.134
2346,0.095
2347,0.137
2348,0.068
2349,0.198
2350,0.211
2351,0.185
2352,0.167
2353,0.132
2354,0.237
2355,0.11
2356,0.187
2357,0.06
2358,0.208
2359,0.085
2360,0.581
2361,0.093
2362,0.156
2363,0.286
2364,0.15
2365,0.161
2366,0.223
2367,0.146
2368,0.241
2369,0.018
2370,0.056
2371,0.38
2372,0.079
2373,0.255
2374,0.239
2375,0.341
2376,0.467
2377,0.359
2378,0.277
2379,0.092
2380,0.096
2381,0.078
2382,0.238
2383,0.123
2384,0.175
2385,0.145
2386,0.151
2387,0.093
2388,0.118
2389,0.034
2390,0.515
2391,0.258
2392,0.084
2393,0.136
2394,0.066
2395,0.137
2396,0.132
2397,0.118
2398,0.258
2399,0.059
2400,0.116
2401,0.249
2402,0.092
2403,0.208
2404,0.261
2405,0.996
2406,0.254
2407,0.098
2408,0.079
2409,0.07
2410,0.384
2411,0.12
2412,0.222
2413,0.215
2414,0.106
2415,0.051
2416,0.122
2417,0.35
2418,0.171
2419,0.081
2420,0.078
2421,0.113
2422,0.024
2423,0.07
2424,0.432
2425,0.123
2426,0.043
2427,0.087
2428,0.121
2429,0.144
2430,0.175
2431,0.075
2432,0.335
2433,0.118
2434,0.117
2435,0.079
2436,0.161
2437,0.058
2438,0.051
2439,0.094
2440,0.25
2441,0.279
2442,0.185
2443,0.042
2444,0.239
2445,0.118
2446,0.003
2447,0.118
2448,0.488
2449,0.372
2450,0.299
2451,0.034
2452,0.132
2453,0.251
2454,0.177
2455,0.101
2456,0.071
2457,0.047
2458,0.096
2459,0.037
2460,0.257
2461,0.102
2462,0.172
2463,0.31
2464,0.411
2465,0.123
2466,0.169
2467,0.074
2468,0.123
2469,0.139
2470,0.055
2471,0.051
2472,0.081
2473,0.131
2474,0.35
2475,0.223
2476,0.23
2477,0.123
2478,0.103
2479,0.087
2480,0.37
2481,0.089
2482,0.064
2483,0.103
2484,0.222
2485,0.595
2486,0.092
2487,0.084
2488,0.351
2489,0.23
2490,0.144
2491,0.16
2492,0.408
2493,0.027
2494,0.124
2495,0.073
2496,0.047
2497,0.135
2498,0.022
2499,0.17
2500,0.069
2501,0.163
2502,0.224
2503,0.063
2504,0.13
2505,0.215
2506,0.156
2507,0.126
2508,0.089
2509,0.148
2510,0.196
2511,0.309
2512,0.368
2513,0.281
2514,0.26
2515,0.163
2516,0.042
2517,0.204
2518,0.29
2519,0.044
2520,0.072
2521,0.583
2522,0.065
2523,0.172
2524,0.078
2525,0.144
2526,0.176
2527,0.134
2528,0.111
2529,0.07
2530,0.152
2531,0.256
2532,0.157
2533,0.034
2534,0.038
2535,0.123
2536,0.103
2537,0.183
2538,0.152
2539,0.361
2540,0.034
2541,0.109
2542,0.145
2543,0.116
2544,0.095
2545,0.086
2546,0.119
2547,0.165
2548,0.117
2549,0.17
2550,0.309
2551,0.07
2552,0.041
2553,0.163
2554,0.08
2555,0.088
2556,0.084
2557,0.341
2558,0.065
2559,0.201
2560,0.045
2561,0.092
2562,0.159
2563,0.048
2564,0.155
2565,0.059
2566,0.058
2567,0.205
2568,0.14
2569,0.094
2570,0.355
2571,0.593
2572,0.099
2573,0.141
2574,0.152
2575,0.387
2576,0.18
2577,0.251
2578,0.184
2579,0.148
2580,0.065
2581,0.109
2582,0.129
2583,0.486
2584,0.074
2585,0.146
2586,0.068
2587,0.05
2588,0.07
2589,0.273
2590,0.3
2591,0.221
2592,0.111
2593,0.04
2594,0.208
2595,0.167
2596,0.019
2597,0.126
2598,0.102
2599,0.753
2600,0.103
2601,0.109
2602,0.523
2603,0.165
2604,0.248
2605,0.138
2606,0.052
2607,0.263
2608,0.158
2609,0.089
2610,0.362
2611,0.59
2612,0.005
2613,0.182
2614,0.447
2615,0.128
2616,0.103
2617,0.103
2618,0.088
2619,0.279
2620,0.056
2621,0.072
2622,0.061
2623,0.012
2624,0.161
2625,0.315
2626,0.173
2627,0.037
2628,0.041
2629,0.165
2630,0.398
2631,0.247
2632,0.054
2633,0.122
2634,0.219
2635,0.116
2636,0.205
2637,0.069
2638,0.051
2639,0.62
2640,0.106
2641,0.096
2642,0.213
2643,0.238
2644,0.123
2645,0.537
2646,0.117
2647,0.504
2648,0.258
2649,0.103
2650,0.168
2651,0.239
2652,0.207
2653,0.213
2654,0.224
2655,0.073
2656,0.592
2657,0.342
2658,0.235
2659,0.065
2660,0.096
2661,0.298
2662,0.161
2663,0.283
2664,0.126
2665,0.391
2666,0.272
2667,0.082
2668,0.119
2669,0.368
2670,0.184
2671,0.065
2672,0.157
2673,0.058
2674,0.225
2675,0.116
2676,0.152
2677,0.165
2678,0.22
2679,0.285
2680,0.059
2681,0.051
2682,0.127
2683,0.062
2684,0.044
2685,0.108
2686,0.321
2687,0.079
2688,0.097
2689,0.064
2690,0.097
2691,0.246
2692,0.061
2693,0.095
2694,0.175
2695,0.312
2696,0.081
2697,0.12
2698,0.358
2699,0.217
2700,0.473
2701,0.115
2702,0.164
2703,0.457
2704,0.064
2705,0.198
2706,0.107
2707,0.234
2708,0.184
2709,0.12
2710,0.291
2711,0.101
2712,0.137
2713,0.766
2714,0.153
2715,0.334
2716,0.083
2717,0.084
2718,0.174
2719,0.096
2720,0.283
2721,0.066
2722,0.21
2723,0.156
2724,0.057
2725,0.142
2726,0.083
2727,0.055
2728,0.061
2729,0.048
2730,0.139
2731,0.401
2732,0.46
2733,0.244
2734,0.061
2735,0.122
2736,0.027
2737,0.061
2738,0.211
2739,0.103
2740,0.041
2741,0.113
2742,0.051
2743,0.043
2744,0.133
2745,0.3
2746,0.188
2747,0.479
2748,0.178
2749,0.089
2750,0.16
2751,0.148
2752,0.309
2753,0.2
2754,0.279
2755,0.092
2756,0.325
2757,0.342
2758,0.256
2759,0.227
2760,0.122
2761,0.118
2762,0.288
2763,0.164
2764,0.089
2765,0.21
2766,0.065
2767,0.006
2768,0.086
2769,0.137
2770,0.274
2771,0.189
2772,0.141
2773,0.068
2774,0.583
2775,0.179
2776,0.419
2777,0.691
2778,0.269
2779,0.263
2780,0.109
2781,0.158
2782,0.13
2783,0.178
2784,0.253
2785,0.247
2786,0.184
2787,0.194
2788,0.083
2789,0.248
2790,0.077
2791,0.054
2792,0.174
2793,0.126
2794,0.197
2795,0.136
2796,0.229
2797,0.197
2798,0.141
2799,0.183
2800,0.349
2801,0.133
2802,0.059
2803,0.246
2804,0.491
2805,0.069
2806,0.127
2807,0.081
2808,0.06
2809,0.159
2810,0.186
2811,0.175
2812,0.11
2813,0.205
2814,0.114
2815,0.165
2816,0.042
2817,0.094
2818,0.358
2819,0.096
2820,0.076
2821,0.16
2822,0.119
2823,0.097
2824,0.131
2825,0.044
2826,0.093
2827,0.055
2828,0.283
2829,0.485
2830,0.173
2831,0.166
2832,0.324
2833,0.326
2834,0.228
2835,0.227
2836,0.429
2837,0.086
2838,0.068
2839,0.014
2840,0.109
2841,0.085
2842,0.317
2843,0.077
2844,0.09
2845,0.307
2846,0.093
2847,0.154
2848,0.552
2849,0.041
2850,0.021
2851,0.091
2852,0.055
2853,0.207
2854,0.077
2855,0.137
2856,0.071
2857,0.053
2858,0.253
2859,0.133
2860,0.29
2861,0.15
2862,0.186
2863,0.197
2864,0.01
2865,0.055
2866,0.171
2867,0.033
2868,0.093
2869,0.18
2870,0.018
2871,0.25
2872,0.227
2873,0.123
2874,0.125
2875,0.557
2876,0.21
2877,0.161
2878,0.034
2879,0.044
2880,0.385
2881,0.045
2882,0.276
2883,0.17
2884,0.173
2885,0.099
2886,0.491
2887,0.103
2888,0.561
2889,0.042
2890,0.033
2891,0.094
2892,0.324
2893,0.392
2894,0.275
2895,0.373
2896,0.095
2897,0.033
2898,0.429
2899,0.066
2900,0.036
2901,0.167
2902,0.082
2903,0.036
2904,0.219
2905,0.523
2906,0.205
2907,0.397
2908,0.045
2909,0.04
2910,0.17
2911,0.217
2912,0.115
2913,0.173
2914,0.463
2915,0.05
2916,0.105
2917,0.022
2918,0.219
2919,0.136
2920,0.188
2921,0.067
2922,0.16
2923,0.152
2924,0.169
2925,0.089
2926,0.055
2927,0.184
2928,0.234
2929,0.154
2930,0.097
2931,0.322
2932,0.1
2933,0.158
2934,0.115
2935,0.197
2936,0.053
2937,0.038
2938,0.043
2939,0.103
2940,0.255
2941,0.377
2942,0.169
2943,0.084
2944,0.121
2945,0.199
2946,0.698
2947,0.314
2948,0.266
2949,0.166
2950,0.117
2951,0.223
2952,0.301
2953,0.187
2954,0.131
2955,0.075
2956,0.186
2957,0.06
2958,0.115
2959,0.053
2960,0.169
2961,0.075
2962,0.251
2963,0.052
2964,0.085
2965,0.102
2966,0.439
2967,0.148
2968,0.019
2969,0.445
2970,0.106
2971,0.054
2972,0.03
2973,0.277
2974,0.274
2975,0.237
2976,0.07
2977,0.202
2978,0.281
2979,0.169
2980,0.462
2981,0.067
2982,0.117
2983,0.043
2984,0.273
2985,0.149
2986,0.127
2987,0.065
2988,0.245
2989,0.178
2990,0.061
2991,0.519
2992,0.103
2993,0.127
2994,0.157
2995,0.149
2996,0.207
2997,0.103
2998,0.075
2999,0.057
3000,0.194
3001,0.232
3002,0.097
3003,0.078
3004,0.103
3005,0.137
3006,0.181
3007,0.131
3008,0.212
3009,0.2
3010,0.077
3011,0.301
3012,0.108
3013,0.14
3014,0.117
3015,0.065
3016,0.299
3017,0.142
3018,0.165
3019,0.255
3020,0.087
3021,0.106
3022,0.142
3023,0.16
3024,0.151
3025,0.123
3026,0.224
3027,0.062
3028,0.118
3029,0.116
3030,0.163
3031,0.106
3032,0.157
3033,0.153
3034,0.123
3035,0.02
3036,0.29
3037,0.179
3038,0.407
3039,0.054
3040,0.363
3041,0.146
3042,0.422
3043,0.119
3044,0.099
3045,0.042
3046,0.111
3047,0.048
3048,0.327
3049,0.105
3050,0.073
3051,0.131
3052,0.122
3053,0.066
3054,0.121
3055,0.209
3056,0.345
3057,0.151
3058,0.261
3059,0.107
3060,0.347
3061,0.099
3062,0.227
3063,0.059
3064,0.142
3065,0.465
3066,0.196
3067,0.122
3068,0.448
3069,0.056
3070,0.134
3071,0.102
3072,0.125
3073,0.172
3074,0.099
3075,0.068
3076,0.092
3077,0.123
3078,0.066
3079,0.273
3080,0.15
3081,0.022
3082,0.17
3083,0.01
3084,0.063
3085,0.315
3086,0.378
3087,0.245
3088,0.113
3089,0.11
3090,0.196
3091,0.079
3092,0.072
3093,0.286
3094,0.073
3095,0.16
3096,0.094
3097,0.033
3098,0.131
3099,0.09
3100,0.281
3101,0.35
3102,0.099
3103,0.122
3104,0.091
3105,0.181
3106,0.347
3107,0.11
3108,0.106
3109,0.295
3110,0.057
3111,0.156
3112,0.035
3113,0.096
3114,0.061
3115,0.098
3116,0.194
3117,0.486
3118,0.145
3119,0.171
3120,0.275
3121,0.415
3122,0.08
3123,0.159
3124,0.123
3125,0.512
3126,0.021
3127,0.188
3128,0.619
3129,0.391
3130,0.219
3131,0.76
3132,0.167
3133,0.104
3134,0.053
3135,0.197
3136,0.159
3137,0.125
3138,0.111
3139,0.366
3140,0.399
3141,0.076
3142,0.344
3143,0.223
3144,0.11
3145,0.081
3146,0.162
3147,0.04
3148,0.078
3149,0.548
3150,0.125
3151,0.121
3152,0.184
3153,0.095
3154,0.108
3155,0.306
3156,0.589
3157,0.269
3158,0.073
3159,0.357
3160,0.148
3161,0.104
3162,0.277
3163,0.133
3164,0.021
3165,0.122
3166,0.059
3167,0.052
3168,0.106
3169,0.001
3170,0.041
3171,0.099
3172,0.217
3173,0.323
3174,0.208
3175,0.115
3176,0.405
3177,0.087
3178,0.094
3179,0.251
3180,0.358
3181,0.147
3182,0.038
3183,0.136
3184,0.135
3185,0.299
3186,0.057
3187,0.553
3188,0.157
3189,0.042
3190,0.17
3191,0.183
3192,0.089
3193,0.147
3194,0.036
3195,0.155
3196,0.103
3197,0.256
3198,0.146
3199,0.352
3200,0.306
3201,0.137
3202,0.181
3203,0.571
3204,0.194
3205,0.097
3206,0.044
3207,0.271
3208,0.105
3209,0.096
3210,0.156
3211,0.335
3212,0.116
3213,0.172
3214,0.6
3215,0.095
3216,0.197
3217,0.098
3218,0.121
3219,0.241
3220,0.215
3221,0.137
3222,0.179
3223,0.378
3224,0.411
3225,0.203
3226,0.02
3227,0.062
3228,0.266
3229,0.31
3230,0.129
3231,0.083
3232,0.307
3233,0.513
3234,0.073
3235,0.082
3236,0.274
3237,0.284
3238,0.195
3239,0.156
3240,0.455
3241,0.034
3242,0.212
3243,0.161
3244,0.189
3245,0.178
3246,0.226
3247,0.037
3248,0.052
3249,0.363
3250,0.051
3251,0.093
3252,0.124
3253,0.184
3254,0.238
3255,0.144
3256,0.04
3257,0.067
3258,0.106
3259,0.275
3260,0.231
3261,0.417
3262,0.138
3263,0.02
3264,0.02
3265,0.081
3266,0.11
3267,0.052
3268,0.487
3269,0.482
3270,0.183
3271,0.192
3272,0.309
3273,0.093
3274,0.06
3275,0.104
3276,0.027
3277,0.292
3278,0.045
3279,0.078
3280,0.035
3281,0.081
3282,0.181
3283,0.089
3284,0.202
3285,0.255
3286,0.175
3287,0.042
3288,0.114
3289,0.221
3290,0.108
3291,0.084
3292,0.445
3293,0.143
3294,0.1
3295,0.165
3296,0.059
3297,0.165
3298,0.199
3299,0.211
3300,0.107
3301,0.463
3302,0.129
3303,0.103
3304,0.064
3305,0.434
3306,0.105
3307,0.076
3308,0.211
3309,0.103
3310,0.245
3311,0.108
3312,0.141
3313,0.1
3314,0.215
3315,0.115
3316,0.131
3317,0.346
3318,0.093
3319,0.037
3320,0.179
3321,0.106
3322,0.345
3323,0.063
3324,0.037
3325,0.172
3326,0.193
3327,0.217
3328,0.16
3329,0.618
3330,0.4
3331,0.055
3332,0.084
3333,0.182
3334,0.098
3335,0.234
3336,0.139
3337,0.756
3338,0.105
3339,0.171
3340,0.095
3341,0.12
3342,0.065
3343,0.09
3344,0.202
3345,0.045
3346,0.348
3347,0.126
3348,0.116
3349,0.059
3350,0.029
3351,0.145
3352,0.125
3353,0.127
3354,0.277
3355,0.162
3356,0.204
3357,0.173
3358,0.179
3359,0.267
3360,0.11
3361,0.319
3362,0.123
3363,0.117
3364,0.067
3365,0.131
3366,0.185
3367,0.039
3368,0.675
3369,0.299
3370,0.095
3371,0.129
3372,0.081
3373,0.221
3374,0.057
3375,0.145
3376,0.157
3377,0.312
3378,0.116
3379,0.253
3380,0.244
3381,0.04
3382,0.148
3383,0.434
3384,0.118
3385,0.1
3386,0.024
3387,0.077
3388,0.062
3389,0.145
3390,0.145
3391,0.07
3392,0.535
3393,0.037
3394,0.305
3395,0.066
3396,0.561
3397,0.24
3398,0.039
3399,0.52
3400,0.579
3401,0.369
3402,0.207
3403,0.249
3404,0.224
3405,0.075
3406,0.084
3407,0.155
3408,0.188
3409,0.24
3410,0.157
3411,0.164
3412,0.49
3413,0.198
3414,0.03
3415,0.338
3416,0.42
3417,0.303
3418,0.122
3419,0.111
3420,0.062
3421,0.015
3422,0.049
3423,0.795
3424,0.342
3425,0.106
3426,0.298
3427,0.191
3428,0.631
3429,0.032
3430,0.108
3431,0.18
3432,0.044
3433,0.516
3434,0.186
3435,0.109
3436,0.016
3437,0.086
3438,0.135
3439,0.222
3440,0.219
3441,0.007
3442,0.099
3443,0.277
3444,0.121
3445,0.188
3446,0.374
3447,0.041
3448,0.111
3449,0.247
3450,0.119
3451,0.16
3452,0.141
3453,0.626
3454,0.106
3455,0.1
3456,0.2
3457,0.169
3458,0.401
3459,0.283
3460,0.125
3461,0.262
3462,0.325
3463,0.172
3464,0.176
3465,0.152
3466,0.385
3467,0.387
3468,0.269
3469,0.499
3470,0.172
3471,0.01
3472,0.209
3473,0.09
3474,0.04
3475,0.141
3476,0.246
3477,0.136
3478,0.076
3479,0.091
3480,0.112
3481,0.243
3482,0.18
3483,0.139
3484,0.075
3485,0.064
3486,0.129
3487,0.124
3488,0.77
3489,0.74
3490,0.075
3491,0.049
3492,0.165
3493,0.113
3494,0.298
3495,0.317
3496,0.099
3497,0.117
3498,0.127
3499,0.465
3500,0.225
3501,0.074
3502,0.088
3503,0.218
3504,0.098
3505,0.489
3506,0.184
3507,0.086
3508,0.09
3509,0.273
3510,0.091
3511,0.53
3512,0.826
3513,0.169
3514,0.078
3515,0.097
3516,0.054
3517,0.112
3518,0.28
3519,0.124
3520,0.089
3521,0.095
3522,0.117
3523,0.18
3524,0.075
3525,0.064
3526,0.07
3527,0.135
3528,0.171
3529,0.021
3530,0.16
3531,0.289
3532,0.141
3533,0.089
3534,0.152
3535,0.076
3536,0.077
3537,0.067
3538,0.243
3539,0.223
3540,0.049
3541,0.245
3542,0.101
3543,0.129
3544,0.468
3545,0.219
3546,0.054
3547,0.196
3548,0.034
3549,0.29
3550,0.255
3551,0.051
3552,0.279
3553,0.241
3554,0.203
3555,0.193
3556,0.095
3557,0.639
3558,0.034
3559,0.143
3560,0.239
3561,0.407
3562,0.377
3563,0.09
3564,0.239
3565,0.135
3566,0.145
3567,0.004
3568,0.018
3569,0.032
3570,0.593
3571,0.13
3572,0.096
3573,0.19
3574,0.114
3575,0.213
3576,0.098
3577,0.092
3578,0.045
3579,0.573
3580,0.047
3581,0.17
3582,0.221
3583,0.172
3584,0.116
3585,0.097
3586,0.335
3587,0.052
3588,0.528
3589,0.098
3590,0.129
3591,0.038
3592,0.189
3593,0.138
3594,0.469
3595,0.05
3596,0.269
3597,0.116
3598,0.21
3599,0.325
3600,0.647
3601,0.033
3602,0.053
3603,0.089
3604,0.157
3605,0.312
3606,0.297
3607,0.06
3608,0.147
3609,0.053
3610,0.077
3611,0.155
3612,0.18
3613,0.049
3614,0.164
3615,0.13
3616,0.108
3617,0.296
3618,0.022
3619,0.089
3620,0.26
3621,0.203
3622,0.074
3623,0.231
3624,0.172
3625,0.17
3626,0.218
3627,0.1
3628,0.088
3629,0.151
3630,0.069
3631,0.099
3632,0.243
3633,0.112
3634,0.335
3635,0.26
3636,0.184
3637,0.199
3638,0.198
3639,0.341
3640,0.158
3641,0.116
3642,0.035
3643,0.155
3644,0.281
3645,0.064
3646,0.119
3647,0.034
3648,0.389
3649,0.152
3650,0.217
3651,0.186
3652,0.092
3653,0.184
3654,0.068
3655,0.065
3656,0.088
3657,0.902
3658,0.207
3659,0.176
3660,0.086
3661,0.084
3662,0.053
3663,0.094
3664,0.172
3665,0.049
3666,0.308
3667,0.307
3668,0.086
3669,0.029
3670,0.228
3671,0.071
3672,0.063
3673,0.068
3674,0.207
3675,0.179
3676,0.175
3677,0.032
3678,0.05
3679,0.39
3680,0.201
3681,0.026
3682,0.142
3683,0.089
3684,0.117
3685,0.485
3686,0.063
3687,0.084
3688,0.334
3689,0.125
3690,0.133
3691,0.08
3692,0.058
3693,0.184
3694,0.083
3695,0.85
3696,0.155
3697,0.181
3698,0.136
3699,0.179
3700,0.148
3701,0.079
3702,0.163
3703,0.093
3704,0.079
3705,0.041
3706,0.112
3707,0.747
3708,0.233
3709,0.98
3710,0.113
3711,0.111
3712,0.063
3713,0.179
3714,0.129
3715,0.254
3716,0.082
3717,0.136
3718,0.058
3719,0.113
3720,0.032
3721,0.324
3722,0.132
3723,0.381
3724,0.303
3725,0.067
3726,0.156
3727,0.08
3728,0.117
3729,0.152
3730,0.13
3731,0.039
3732,0.062
3733,0.171
3734,0.241
3735,0.085
3736,0.042
3737,0.05
3738,0.043
3739,0.187
3740,0.105
3741,0.059
3742,0.224
3743,0.089
3744,0.248
3745,0.142
3746,0.464
3747,0.117
3748,0.138
3749,0.218
3750,0.028
3751,0.115
3752,0.085
3753,0.411
3754,0.13
3755,0.094
3756,0.226
3757,0.109
3758,0.368
3759,0.2
3760,0.146
3761,0.071
3762,0.088
3763,0.085
3764,0.102
3765,0.265
3766,0.092
3767,0.166
3768,0.116
3769,0.111
3770,0.109
3771,0.12
3772,0.409
3773,0.061
3774,0.099
3775,0.076
3776,0.144
3777,0.486
3778,0.242
3779,0.178
3780,0.039
3781,0.357
3782,0.167
3783,0.076
3784,0.029
3785,0.227
3786,0.211
3787,0.054
3788,0.223
3789,0.17
3790,0.122
3791,0.104
3792,0.077
3793,0.075
3794,0.147
3795,0.069
3796,0.095
3797,0.233
3798,0.116
3799,0.059
3800,0.191
3801,0.161
3802,0.074
3803,0.067
3804,0.254
3805,0.063
3806,0.181
3807,0.422
3808,0.077
3809,0.091
3810,0.365
3811,0.294
3812,0.274
3813,0.061
3814,0.102
3815,0.185
3816,0.124
3817,0.123
3818,0.16
3819,0.236
3820,0.179
3821,0.458
3822,0.129
3823,0.244
3824,0.153
3825,0.179
3826,0.496
3827,0.097
3828,0.11
3829,0.142
3830,0.24
3831,0.427
3832,0.249
3833,0.07
3834,0.077
3835,0.149
3836,0.147
3837,0.448
3838,0.132
3839,0.264
3840,0.271
3841,0.092
3842,0.435
3843,0.055
3844,0.049
3845,0.112
3846,0.284
3847,0.319
3848,0.44
3849,0.162
3850,0.125
3851,0.414
3852,0.221
3853,0.076
3854,0.079
3855,0.063
3856,0.105
3857,0.012
3858,0.125
3859,0.12
3860,0.072
3861,0.068
3862,0.096
3863,0.24
3864,0.545
3865,0.11
3866,0.173
3867,0.083
3868,0.02
3869,0.095
3870,0.492
3871,0.065
3872,0.6
3873,0.2
3874,0.355
3875,0.05
3876,0.119
3877,0.192
